M-code,Date,Stat week,Tag group,Sex,Length,Time in,Time out,Fishing loc,Lat,Long,Final fate (num),Final fate spec.,FF Loc,FF Specifics,Spawning group,Date,Time
1355,8/7/2020,32,1,F,523,10:37,15:21,6,64.02056,-160.95833,3,c,5,,,8/9/2020,18:00:00
1395,8/7/2020,32,1,M,485,10:38,15:30,6,64.02056,-160.95833,3,b,6,a,,8/8/2020,20:00:00
1415,8/7/2020,32,1,M,493,10:42,15:33,6,64.02056,-160.95833,3,c,5,,,8/9/2020,8:00:00
1555,8/10/2020,33,1,M,613,11:03,13:41,6,64.14694,-160.92083,3,a,5,,,,
1655,8/10/2020,33,1,M,528,11:05,14:10,6,64.14694,-160.92083,3,b,6,b,,8/16/2020,12:40:00
1715,8/12/2020,33,1,F,499,11:15,10:32,6,64.02222,-160.88222,3,a,6,,,,
1895,8/12/2020,33,1,F,516,11:19,11:13,6,64.02222,-160.88222,3,a,6,,,,
1935,8/12/2020,33,1,M,518,11:52,11:30,6,64.02222,-160.88222,3,b,6,b,,8/16/2020,
2075,8/12/2020,33,1,F,545,12:10,11:51,6,64.02222,-160.88222,3,a,6,,,,
2095,8/12/2020,33,1,M,545,12:14,11:55,6,64.02222,-160.88222,3,a,6,,,,
2255,8/12/2020,33,1,M,564,12:29,12:24,6,64.02222,-160.88222,3,a,6,,,,
2275,8/12/2020,33,1,F,542,12:29,12:24,6,64.02222,-160.88222,3,a,6,,,,
2295,8/12/2020,33,1,M,513,12:34,12:52,6,64.02222,-160.88222,3,b,5,,,8/29/2020,
2435,8/17/2020,34,1,M,565,13:11,13:53,6,64.02111,-160.905,3,b,6,b,,8/19/2020,
2595,8/17/2020,34,1,M,553,13:21,14:25,6,64.02111,-160.905,3,a,6,,,,
2635,8/17/2020,34,1,F,539,13:30,14:31,6,64.02111,-160.905,3,a,6,c,,,
2655,8/17/2020,34,1,F,561,13:51,14:33,6,64.02111,-160.905,3,a,6,,,,
2755,8/17/2020,34,1,F,578,13:53,15:05,6,64.02111,-160.905,3,a,6,,,,
2875,8/18/2020,34,1,F,478,13:53,11:25,6,64.02944,-160.88694,3,a,6,,,,
3015,8/18/2020,34,1,F,571,13:56,11:45,6,64.02944,-160.88694,3,b,6,b,,8/29/2020,
3035,8/18/2020,34,1,F,543,14:12,11:46,6,64.02944,-160.88694,3,a,6,,,,
3055,8/18/2020,34,1,M,531,14:13,12:01,6,64.02944,-160.88694,3,a,6,,,,
3095,8/18/2020,34,1,M,557,14:13,12:01,6,64.02944,-160.88694,3,a,6,,,,
3135,8/18/2020,34,1,M,551,14:14,12:16,6,64.02944,-160.88694,3,a,6,,,,
3155,8/18/2020,34,1,M,525,14:28,12:16,6,64.02944,-160.88694,3,a,6,,,,
3195,8/18/2020,34,1,F,569,14:30,12:28,6,64.02944,-160.88694,3,a,6,,,,
3235,8/24/2020,35,1,M,530,14:52,11:01,6,64.01944,-160.89722,3,b,6,b,,8/24/2020,
3255,8/24/2020,35,1,F,527,14:53,11:04,6,64.01944,-160.89722,3,a,6,,,,
3275,8/24/2020,35,1,M,494,15:05,11:16,6,64.01944,-160.89722,3,b,6,b,,9/2/2020,
3295,8/24/2020,35,1,M,573,9:11,11:27,6,64.01944,-160.89722,3,a,6,,,,
3315,8/24/2020,35,1,F,588,9:23,11:28,6,64.01944,-160.89722,3,a,6,,,,
3355,8/24/2020,35,1,M,551,9:23,13:15,6,64.01944,-160.89722,3,a,6,,,,
3415,8/24/2020,35,1,F,525,9:40,14:39,6,64.01944,-160.89722,3,a,6,,,,
3435,8/24/2020,35,1,M,584,9:41,14:39,6,64.01944,-160.89722,3,a,6,,,,
3455,8/24/2020,35,1,M,503,9:54,14:39,6,64.01944,-160.89722,3,a,6,,,,
3555,8/25/2020,35,1,M,522,9:56,13:59,6,64.02583,-160.88361,3,a,6,,,,
3575,8/25/2020,35,1,M,516,10:39,14:02,6,64.02583,-160.88361,3,a,5,,,,
3675,8/25/2020,35,1,F,555,10:49,14:46,6,64.02583,-160.88361,3,a,6,,,,
3755,8/25/2020,35,1,M,558,10:57,15:58,6,64.02583,-160.88361,3,a,6,,,,
3775,8/25/2020,35,1,F,559,10:57,15:58,6,64.02583,-160.88361,3,a,5,,,,
3815,8/25/2020,35,1,M,558,11:34,15:04,6,64.02583,-160.88361,3,a,6,,,,
3835,8/25/2020,35,1,M,562,11:39,15:16,6,64.02583,-160.88361,3,a,6,,,,
3955,8/25/2020,35,1,F,536,11:58,16:38,6,64.02583,-160.88361,3,a,6,,,,
4115,7/31/2020,31,2,M,482,12:13,12:18,5,64.34667,-161.15111,3,b,6,,,8/2/2020,8:00:00
4395,8/7/2020,32,2,M,552,12:13,10:30,5,64.28751,-161.07744,3,a,6,b,,,
4455,8/7/2020,32,2,F,568,13:06,1410,5,64.20131,-160.95188,3,a,6,a,,,
4715,8/10/2020,33,2,F,533,13:37,13:49,5,64.18195,-160.95771,3,a,6,b,,,
4915,8/11/2020,33,2,F,548,13:45,9:42,5,64.18224,-160.95687,3,a,6,a,,,
4975,8/11/2020,33,2,M,537,14:16,9:56,5,64.18224,-160.95687,3,a,6,a,,,
5015,8/11/2020,33,2,F,519,14:41,10:13,5,64.18224,-160.95687,3,a,6,a,,,
5115,8/11/2020,33,2,M,525,15:00,10:25,5,64.18224,-160.95687,3,a,6,b,,,
5135,8/11/2020,33,2,F,565,15:00,10:24,5,64.18224,-160.95687,3,a,6,b,,,
5355,8/11/2020,33,2,F,520,15:15,13:44,5,64.24019,-160.98668,3,a,??,,,,
5395,8/11/2020,33,2,F,535,15:29,14:44,5,64.24019,-160.98668,3,a,6,a,,,
5435,8/11/2020,33,2,M,485,15:49,14:57,5,64.24019,-160.98668,3,a,6,b,,,
5515,8/12/2020,33,2,F,565,16:10,10:18,5,64.18191,-160.9575,3,b,6,b,,8/16/2020,
5695,8/12/2020,33,2,M,544,16:12,11:10,5,64.18191,-160.9575,3,a,6,a,,,
5895,8/12/2020,33,2,M,494,13:37,13:21,5,64.18191,-160.9575,3,a,6,b,,,
5935,8/12/2020,33,2,M,469,13:37,14:05,5,64.18191,-160.9575,3,a,6,a,,,
5975,8/12/2020,33,2,F,524,13:38,14:05,5,64.18191,-160.9575,3,a,6,a,,,
6155,8/12/2020,33,2,M,480,14:59,15:00,5,64.18191,-160.9575,3,a,6,a,,,
6235,8/13/2020,33,2,F,560,14:59,9:32,5,64.29974,-161.10029,3,b,6,a,,8/16/2020,
6295,8/13/2020,33,2,F,535,15:14,10:00,5,64.29974,-161.10029,3,b,6,b,,8/16/2020,
6355,8/13/2020,33,2,F,556,9:27,10:53,5,64.29974,-161.10029,3,a,,,,,
6515,8/17/2020,34,2,M,545,10:03,13:09,5,64.30146,-161.10429,3,a,6,a,,,
6615,8/17/2020,34,2,M,512,10:37,15:08,5,64.30146,-161.10429,3,a,6,a,,,
6775,8/18/2020,34,2,M,584,10:54,13:43,5,64.27301,-161.04781,3,a,???,,,,
6835,8/18/2020,34,2,F,573,10:55,15:05,5,64.27301,-161.04781,3,a,6,c,,,
7255,8/24/2020,35,2,F,546,11:10,15:09,5,64.30094,-161.10243,3,a,6,a,,,
7275,8/24/2020,35,2,F,517,11:32,16:04,5,64.30094,-161.10243,3,a,6,b,,,
7315,8/24/2020,35,2,F,558,11:59,17:02,5,64.27122,-161.04342,3,a,6,a,,,
7375,8/24/2020,35,2,M,514,12:23,18:13,5,64.31762,-161.13248,3,a,6,b,,,
7495,8/25/2020,35,2,F,564,12:36,10:18,5,64.18224,-160.95758,3,a,6,a,,,
7515,8/25/2020,35,2,F,536,12:46,10:20,5,64.18224,-160.95758,3,a,6,a,,,
7535,8/25/2020,35,2,F,624,12:58,10:21,5,64.18224,-160.95758,3,a,6,a,,,
7555,8/25/2020,35,2,M,543,13:08,10:25,5,64.18224,-160.95758,3,a,6,a,,,
7575,8/25/2020,35,2,F,538,13:09,10:40,5,64.18224,-160.95758,3,a,6,a,,,
7635,8/25/2020,35,2,F,537,14:34,10:46,5,64.18224,-160.95758,3,a,6,b,,,
7655,8/25/2020,35,2,F,509,14:39,10:50,5,64.18224,-160.95758,3,a,6,a,,,
7675,8/25/2020,35,2,M,556,14:46,10:53,5,64.18224,-160.95758,3,a,6,a,,,
7795,8/25/2020,35,2,M,515,14:23,13:00,5,64.18224,-160.95758,3,a,6,a,,,
7855,8/25/2020,35,2,M,560,14:50,14:26,5,64.24375,-160.9934,3,b,6,b,,8/24/2020,
7875,8/26/2020,35,2,F,594,15:07,9:59,5,64.20171,-160.95265,3,a,6,a,,,
7995,8/26/2020,35,2,F,613,16:00,12:46,5,64.2718,-161.04591,3,a,6,b,,,
135,8/5/2020,32,1,M,512,16:32,12:41,6,63.96778,-160.79417,4,,,,,,
155,8/5/2020,32,1,F,529,16:58,14:26,6,64.025,-160.92944,4,,,,,,
295,8/5/2020,32,1,M,520,17:10,15:45,6,64.025,-160.92944,4,,,,,,
315,8/5/2020,32,1,M,524,18:03,15:53,6,64.025,-160.92944,4,,,,,,
335,8/5/2020,32,1,M,470,18:05,15:58,6,64.025,-160.92944,4,,,,,,
595,8/6/2020,32,1,M,528,18:35,13:41,6,64.02528,-160.94028,4,,,,,,
775,8/6/2020,32,1,M,564,18:50,15:15,6,64.02528,-160.94028,4,,,,,,
795,8/6/2020,32,1,M,435,9:30,15:37,6,64.02528,-160.94028,4,,,,,,
855,8/6/2020,32,1,F,551,9:52,15:38,6,64.02528,-160.94028,4,,,,,,
975,8/7/2020,32,1,M,599,10:02,10:55,6,64.02056,-160.95833,4,,,,,,
1595,8/10/2020,33,1,M,512,10:09,13:58,6,64.14694,-160.92083,4,,,,,,
1635,8/10/2020,33,1,M,388,10:12,14:08,6,64.14694,-160.92083,4,,,,,,
4055,7/31/2020,31,2,M,569,10:13,11:20,5,64.30583,-161.15222,4,,,,,,
4095,7/31/2020,31,2,M,573,10:15,14:42,5,64.34667,-161.15111,4,,,,,,
4855,8/10/2020,33,2,M,488,10:30,14:57,5,64.18195,-160.95771,4,,,,,,
5155,8/11/2020,33,2,F,523,10:35,10:56,5,64.18224,-160.95687,4,,,,,,
5375,8/11/2020,33,2,F,542,10:35,14:05,5,64.24019,-160.98668,4,,,,,,
5455,8/11/2020,33,2,F,554,10:35,15:50,5,64.24019,-160.98668,4,,,,,,
5635,8/12/2020,33,2,F,566,10:36,10:42,5,64.18191,-160.9575,4,,,,,,
6035,8/12/2020,33,2,M,576,10:36,14:19,5,64.18191,-160.9575,4,,,,,,
6195,8/13/2020,33,2,M,520,11:12,9:15,5,64.29974,-161.10029,4,,,,,,
6255,8/13/2020,33,2,M,553,11:48,9:45,5,64.29974,-161.10029,4,,,,,,
6395,8/13/2020,33,2,F,506,11:52,11:03,5,64.29974,-161.10029,4,,,,,,
6435,8/17/2020,34,2,M,571,12:08,11:45,5,64.30146,-161.10429,4,,,,,,
6455,8/17/2020,34,2,F,577,12:27,12:02,5,64.30146,-161.10429,4,,,,,,
6495,8/17/2020,34,2,F,533,12:58,12:18,5,64.30146,-161.10429,4,,,,,,
6735,8/17/2020,34,2,M,598,13:23,16:16,5,64.30146,-161.10429,4,,,,,,
6855,8/18/2020,34,2,F,574,13:59,15:20,5,64.27301,-161.04781,4,,,,,,
6915,8/20/2020,34,2,F,545,14:20,10:43,5,64.31762,-161.13248,4,,,,,,
6975,8/20/2020,34,2,M,502,9:50,11:15,5,64.31762,-161.13248,4,,,,,,
7095,8/20/2020,34,2,M,529,9:50,13:02,5,64.31762,-161.13248,4,,,,,,
7595,8/25/2020,35,2,M,575,10:39,10:42,5,64.18224,-160.95758,4,,,,,,
7735,8/25/2020,35,2,F,501,11:48,11:58,5,64.18224,-160.95758,4,,,,,,
7755,8/25/2020,35,2,F,541,12:03,12:14,5,64.18224,-160.95758,4,,,,,,
7775,8/25/2020,35,2,F,546,12:17,12:32,5,64.18224,-160.95758,4,,,,,,
7915,8/26/2020,35,2,F,535,12:38,10:44,5,64.20171,-160.95265,4,,,,,,
